T_K,T_C,J_MA_cm2,L_um,jL_product_A_cm,immortal,MTTF_hours,Ea_eff_eV_ground_truth,n_eff_ground_truth,blech_boost_ground_truth
455.0,181.85,1.0,350.0,35000.0,False,2541.6850862211295,0.9232,1.7692,1.0938
455.0,181.85,1.0,600.0,60000.0,False,2635.7140468320913,0.9232,1.7692,1.0526
455.0,181.85,2.0,5.0,1000.0,True,,0.9232,1.625,
455.0,181.85,2.0,15.0,3000.0,True,,0.9232,1.625,
455.0,181.85,2.0,25.0,5000.0,False,2052.4146168258203,0.9232,1.625,2.5
455.0,181.85,2.0,35.0,7000.0,False,1463.8832355316129,0.9232,1.625,1.75
455.0,181.85,2.0,40.0,8000.0,False,1354.9961253796805,0.9232,1.625,1.6
455.0,181.85,2.0,50.0,10000.0,False,1019.3437760146027,0.9232,1.625,1.4286
455.0,181.85,2.0,65.0,13000.0,False,911.9267372213441,0.9232,1.625,1.3
455.0,181.85,2.0,90.0,18000.0,False,1026.1468029248663,0.9232,1.625,1.2
455.0,181.85,2.0,130.0,26000.0,False,825.8844169245971,0.9232,1.625,1.1304
455.0,181.85,2.0,200.0,40000.0,False,671.2601402687673,0.9232,1.625,1.0811
455.0,181.85,2.0,350.0,70000.0,False,662.723394219467,0.9232,1.625,1.0448
455.0,181.85,2.0,600.0,120000.0,False,671.7915670761469,0.9232,1.625,1.0256
455.0,181.85,4.0,5.0,2000.0,True,,0.9232,1.4545,
455.0,181.85,4.0,15.0,6000.0,False,556.9240200920563,0.9232,1.4545,2.0
455.0,181.85,4.0,25.0,10000.0,False,377.1889794611645,0.9232,1.4545,1.4286
455.0,181.85,4.0,35.0,14000.0,False,364.83397577493065,0.9232,1.4545,1.2727
455.0,181.85,4.0,40.0,16000.0,False,298.3475246432559,0.9232,1.4545,1.2308
455.0,181.85,4.0,50.0,20000.0,False,311.3779390392702,0.9232,1.4545,1.1765
455.0,181.85,4.0,65.0,26000.0,False,320.90605298708306,0.9232,1.4545,1.1304
455.0,181.85,4.0,90.0,36000.0,False,269.1629411262363,0.9232,1.4545,1.0909
455.0,181.85,4.0,130.0,52000.0,False,293.725963400493,0.9232,1.4545,1.0612
455.0,181.85,4.0,200.0,80000.0,False,243.14059370406005,0.9232,1.4545,1.039
455.0,181.85,4.0,350.0,140000.0,False,250.11253312441374,0.9232,1.4545,1.0219
455.0,181.85,4.0,600.0,240000.0,False,247.15746098744086,0.9232,1.4545,1.0127
455.0,181.85,8.0,5.0,4000.0,False,333.835932992411,0.9232,1.2941,4.0
455.0,181.85,8.0,15.0,12000.0,False,143.23106766905116,0.9232,1.2941,1.3333
455.0,181.85,8.0,25.0,20000.0,False,109.4907223083756,0.9232,1.2941,1.1765
455.0,181.85,8.0,35.0,28000.0,False,112.04874978572803,0.9232,1.2941,1.12
455.0,181.85,8.0,40.0,32000.0,False,118.42541001903025,0.9232,1.2941,1.1034
455.0,181.85,8.0,50.0,40000.0,False,115.43094325967353,0.9232,1.2941,1.0811
455.0,181.85,8.0,65.0,52000.0,False,117.0922898787238,0.9232,1.2941,1.0612
455.0,181.85,8.0,90.0,72000.0,False,102.66980183207119,0.9232,1.2941,1.0435
455.0,181.85,8.0,130.0,104000.0,False,96.49651318707267,0.9232,1.2941,1.0297
455.0,181.85,8.0,200.0,160000.0,False,100.55466577435716,0.9232,1.2941,1.0191
455.0,181.85,8.0,350.0,280000.0,False,78.36701966482107,0.9232,1.2941,1.0108
455.0,181.85,8.0,600.0,480000.0,False,80.87736390980538,0.9232,1.2941,1.0063
456.42,183.27,0.5,5.0,250.0,True,,0.926,1.8696,
456.42,183.27,0.5,15.0,750.0,True,,0.926,1.8696,
456.42,183.27,0.5,25.0,1250.0,True,,0.926,1.8696,
456.42,183.27,0.5,35.0,1750.0,True,,0.926,1.8696,
456.42,183.27,0.5,40.0,2000.0,True,,0.926,1.8696,
456.42,183.27,0.5,50.0,2500.0,True,,0.926,1.8696,
456.42,183.27,0.5,65.0,3250.0,False,85649.64269174972,0.926,1.8696,13.0
456.42,183.27,0.5,90.0,4500.0,False,20754.14326064123,0.926,1.8696,3.0
456.42,183.27,0.5,130.0,6500.0,False,15842.971759082937,0.926,1.8696,1.8571
456.42,183.27,0.5,200.0,10000.0,False,10019.906087048306,0.926,1.8696,1.4286
456.42,183.27,0.5,350.0,17500.0,False,9161.853320856902,0.926,1.8696,1.2069
456.42,183.27,0.5,600.0,30000.0,False,10847.833664071488,0.926,1.8696,1.1111
456.42,183.27,1.0,5.0,500.0,True,,0.926,1.7692,
456.42,183.27,1.0,15.0,1500.0,True,,0.926,1.7692,
456.42,183.27,1.0,25.0,2500.0,True,,0.926,1.7692,
456.42,183.27,1.0,35.0,3500.0,False,15066.88292952421,0.926,1.7692,7.0
456.42,183.27,1.0,40.0,4000.0,False,10144.688771519575,0.926,1.7692,4.0
456.42,183.27,1.0,50.0,5000.0,False,4934.624980838071,0.926,1.7692,2.5
456.42,183.27,1.0,65.0,6500.0,False,4088.8026358645448,0.926,1.7692,1.8571
456.42,183.27,1.0,90.0,9000.0,False,2953.498495212423,0.926,1.7692,1.5
456.42,183.27,1.0,130.0,13000.0,False,2805.3769121563446,0.926,1.7692,1.3
456.42,183.27,1.0,200.0,20000.0,False,3030.094322324595,0.926,1.7692,1.1765
456.42,183.27,1.0,350.0,35000.0,False,1916.5806629140354,0.926,1.7692,1.0938
456.42,183.27,1.0,600.0,60000.0,False,2551.000000408671,0.926,1.7692,1.0526
456.42,183.27,2.0,5.0,1000.0,True,,0.926,1.625,
456.42,183.27,2.0,15.0,3000.0,True,,0.926,1.625,
456.42,183.27,2.0,25.0,5000.0,False,1809.9960705034275,0.926,1.625,2.5
456.42,183.27,2.0,35.0,7000.0,False,1118.3639927323875,0.926,1.625,1.75
456.42,183.27,2.0,40.0,8000.0,False,899.8461750707979,0.926,1.625,1.6
456.42,183.27,2.0,50.0,10000.0,False,1008.9074091087506,0.926,1.625,1.4286
456.42,183.27,2.0,65.0,13000.0,False,838.8813173149637,0.926,1.625,1.3
456.42,183.27,2.0,90.0,18000.0,False,868.1390255663981,0.926,1.625,1.2
456.42,183.27,2.0,130.0,26000.0,False,792.3546048132218,0.926,1.625,1.1304
456.42,183.27,2.0,200.0,40000.0,False,960.4070991702027,0.926,1.625,1.0811
456.42,183.27,2.0,350.0,70000.0,False,704.1758835751593,0.926,1.625,1.0448
456.42,183.27,2.0,600.0,120000.0,False,614.5695260822208,0.926,1.625,1.0256
456.42,183.27,4.0,5.0,2000.0,True,,0.926,1.4545,
456.42,183.27,4.0,15.0,6000.0,False,493.4032430043812,0.926,1.4545,2.0
456.42,183.27,4.0,25.0,10000.0,False,354.5901791109864,0.926,1.4545,1.4286
456.42,183.27,4.0,35.0,14000.0,False,374.77597375821836,0.926,1.4545,1.2727
456.42,183.27,4.0,40.0,16000.0,False,335.0213639259726,0.926,1.4545,1.2308
456.42,183.27,4.0,50.0,20000.0,False,298.07282606277204,0.926,1.4545,1.1765
456.42,183.27,4.0,65.0,26000.0,False,338.1149771815708,0.926,1.4545,1.1304
456.42,183.27,4.0,90.0,36000.0,False,219.20013476571873,0.926,1.4545,1.0909
456.42,183.27,4.0,130.0,52000.0,False,231.53914256736834,0.926,1.4545,1.0612
456.42,183.27,4.0,200.0,80000.0,False,217.13582353580162,0.926,1.4545,1.039
456.42,183.27,4.0,350.0,140000.0,False,231.476481679292,0.926,1.4545,1.0219
456.42,183.27,4.0,600.0,240000.0,False,197.82130260968177,0.926,1.4545,1.0127
456.42,183.27,8.0,5.0,4000.0,False,408.24968665559436,0.926,1.2941,4.0
456.42,183.27,8.0,15.0,12000.0,False,119.6607468126693,0.926,1.2941,1.3333
456.42,183.27,8.0,25.0,20000.0,False,87.5499901740934,0.926,1.2941,1.1765
456.42,183.27,8.0,35.0,28000.0,False,89.23771680052334,0.926,1.2941,1.12
456.42,183.27,8.0,40.0,32000.0,False,107.3161457305343,0.926,1.2941,1.1034
456.42,183.27,8.0,50.0,40000.0,False,113.74879766889352,0.926,1.2941,1.0811
456.42,183.27,8.0,65.0,52000.0,False,132.8532340329892,0.926,1.2941,1.0612
456.42,183.27,8.0,90.0,72000.0,False,149.89738282714038,0.926,1.2941,1.0435
456.42,183.27,8.0,130.0,104000.0,False,101.67116760348621,0.926,1.2941,1.0297
456.42,183.27,8.0,200.0,160000.0,False,81.51680970743081,0.926,1.2941,1.0191
456.42,183.27,8.0,350.0,280000.0,False,68.12042644992331,0.926,1.2941,1.0108
456.42,183.27,8.0,600.0,480000.0,False,97.19684902889182,0.926,1.2941,1.0063
457.31,184.16,0.5,5.0,250.0,True,,0.9277,1.8696,
457.31,184.16,0.5,15.0,750.0,True,,0.9277,1.8696,
457.31,184.16,0.5,25.0,1250.0,True,,0.9277,1.8696,
457.31,184.16,0.5,35.0,1750.0,True,,0.9277,1.8696,
457.31,184.16,0.5,40.0,2000.0,True,,0.9277,1.8696,
457.31,184.16,0.5,50.0,2500.0,True,,0.9277,1.8696,
457.31,184.16,0.5,65.0,3250.0,False,88326.66577185175,0.9277,1.8696,13.0
457.31,184.16,0.5,90.0,4500.0,False,21635.653071860575,0.9277,1.8696,3.0
457.31,184.16,0.5,130.0,6500.0,False,13004.020098760324,0.9277,1.8696,1.8571
457.31,184.16,0.5,200.0,10000.0,False,10735.866769461705,0.9277,1.8696,1.4286
457.31,184.16,0.5,350.0,17500.0,False,10869.743736945577,0.9277,1.8696,1.2069
457.31,184.16,0.5,600.0,30000.0,False,8731.62646667833,0.9277,1.8696,1.1111
457.31,184.16,1.0,5.0,500.0,True,,0.9277,1.7692,
457.31,184.16,1.0,15.0,1500.0,True,,0.9277,1.7692,
457.31,184.16,1.0,25.0,2500.0,True,,0.9277,1.7692,
457.31,184.16,1.0,35.0,3500.0,False,14827.102320178205,0.9277,1.7692,7.0
457.31,184.16,1.0,40.0,4000.0,False,7428.233801124367,0.9277,1.7692,4.0
457.31,184.16,1.0,50.0,5000.0,False,4218.291172517664,0.9277,1.7692,2.5
457.31,184.16,1.0,65.0,6500.0,False,3745.049529917222,0.9277,1.7692,1.8571
457.31,184.16,1.0,90.0,9000.0,False,3227.602320457318,0.9277,1.7692,1.5
457.31,184.16,1.0,130.0,13000.0,False,3676.258679882741,0.9277,1.7692,1.3
457.31,184.16,1.0,200.0,20000.0,False,2602.3162873179463,0.9277,1.7692,1.1765
457.31,184.16,1.0,350.0,35000.0,False,2749.3510603912127,0.9277,1.7692,1.0938
457.31,184.16,1.0,600.0,60000.0,False,2118.5688184098335,0.9277,1.7692,1.0526
457.31,184.16,2.0,5.0,1000.0,True,,0.9277,1.625,
457.31,184.16,2.0,15.0,3000.0,True,,0.9277,1.625,
457.31,184.16,2.0,25.0,5000.0,False,1396.8727541044138,0.9277,1.625,2.5
457.31,184.16,2.0,35.0,7000.0,False,1010.5907872424362,0.9277,1.625,1.75
457.31,184.16,2.0,40.0,8000.0,False,957.8218713693656,0.9277,1.625,1.6
457.31,184.16,2.0,50.0,10000.0,False,1312.1043572045155,0.9277,1.625,1.4286
457.31,184.16,2.0,65.0,13000.0,False,767.0855745958759,0.9277,1.625,1.3
457.31,184.16,2.0,90.0,18000.0,False,908.2657758420268,0.9277,1.625,1.2
457.31,184.16,2.0,130.0,26000.0,False,658.922120005742,0.9277,1.625,1.1304
457.31,184.16,2.0,200.0,40000.0,False,829.7625673972602,0.9277,1.625,1.0811
457.31,184.16,2.0,350.0,70000.0,False,738.7705389709251,0.9277,1.625,1.0448
457.31,184.16,2.0,600.0,120000.0,False,668.6523216275991,0.9277,1.625,1.0256
457.31,184.16,4.0,5.0,2000.0,True,,0.9277,1.4545,
457.31,184.16,4.0,15.0,6000.0,False,456.06451270015157,0.9277,1.4545,2.0
457.31,184.16,4.0,25.0,10000.0,False,297.0968745967752,0.9277,1.4545,1.4286
457.31,184.16,4.0,35.0,14000.0,False,312.20947605243805,0.9277,1.4545,1.2727
457.31,184.16,4.0,40.0,16000.0,False,263.74779269196483,0.9277,1.4545,1.2308
457.31,184.16,4.0,50.0,20000.0,False,224.5906783312722,0.9277,1.4545,1.1765
457.31,184.16,4.0,65.0,26000.0,False,214.11497969575626,0.9277,1.4545,1.1304
457.31,184.16,4.0,90.0,36000.0,False,256.8522553641308,0.9277,1.4545,1.0909
457.31,184.16,4.0,130.0,52000.0,False,308.5514431697887,0.9277,1.4545,1.0612
457.31,184.16,4.0,200.0,80000.0,False,244.15943351230396,0.9277,1.4545,1.039
457.31,184.16,4.0,350.0,140000.0,False,230.3194413937172,0.9277,1.4545,1.0219
457.31,184.16,4.0,600.0,240000.0,False,242.5127233041898,0.9277,1.4545,1.0127
457.31,184.16,8.0,5.0,4000.0,False,431.30685856461105,0.9277,1.2941,4.0
457.31,184.16,8.0,15.0,12000.0,False,122.14570444825733,0.9277,1.2941,1.3333
457.31,184.16,8.0,25.0,20000.0,False,98.05269400547263,0.9277,1.2941,1.1765
457.31,184.16,8.0,35.0,28000.0,False,117.20179292744639,0.9277,1.2941,1.12
457.31,184.16,8.0,40.0,32000.0,False,104.31119822839861,0.9277,1.2941,1.1034
457.31,184.16,8.0,50.0,40000.0,False,120.65679657770244,0.9277,1.2941,1.0811
457.31,184.16,8.0,65.0,52000.0,False,96.69229977814341,0.9277,1.2941,1.0612
457.31,184.16,8.0,90.0,72000.0,False,76.97759787894924,0.9277,1.2941,1.0435
457.31,184.16,8.0,130.0,104000.0,False,74.34167421288092,0.9277,1.2941,1.0297
457.31,184.16,8.0,200.0,160000.0,False,115.72218745708072,0.9277,1.2941,1.0191
457.31,184.16,8.0,350.0,280000.0,False,116.04141326810576,0.9277,1.2941,1.0108
457.31,184.16,8.0,600.0,480000.0,False,86.83127903045616,0.9277,1.2941,1.0063
459.62,186.47,0.5,5.0,250.0,True,,0.9321,1.8696,
459.62,186.47,0.5,15.0,750.0,True,,0.9321,1.8696,
459.62,186.47,0.5,25.0,1250.0,True,,0.9321,1.8696,
459.62,186.47,0.5,35.0,1750.0,True,,0.9321,1.8696,
459.62,186.47,0.5,40.0,2000.0,True,,0.9321,1.8696,
459.62,186.47,0.5,50.0,2500.0,True,,0.9321,1.8696,
459.62,186.47,0.5,65.0,3250.0,False,83682.33710294709,0.9321,1.8696,13.0
459.62,186.47,0.5,90.0,4500.0,False,25467.05362761141,0.9321,1.8696,3.0
459.62,186.47,0.5,130.0,6500.0,False,10724.587749343718,0.9321,1.8696,1.8571
459.62,186.47,0.5,200.0,10000.0,False,8516.645654370332,0.9321,1.8696,1.4286
459.62,186.47,0.5,350.0,17500.0,False,9062.16378940328,0.9321,1.8696,1.2069
459.62,186.47,0.5,600.0,30000.0,False,7140.097394286756,0.9321,1.8696,1.1111
459.62,186.47,1.0,5.0,500.0,True,,0.9321,1.7692,
459.62,186.47,1.0,15.0,1500.0,True,,0.9321,1.7692,
459.62,186.47,1.0,25.0,2500.0,True,,0.9321,1.7692,
459.62,186.47,1.0,35.0,3500.0,False,13477.296105324198,0.9321,1.7692,7.0
459.62,186.47,1.0,40.0,4000.0,False,7520.5746931233825,0.9321,1.7692,4.0
459.62,186.47,1.0,50.0,5000.0,False,5067.2159518249755,0.9321,1.7692,2.5
459.62,186.47,1.0,65.0,6500.0,False,4419.498014508417,0.9321,1.7692,1.8571
459.62,186.47,1.0,90.0,9000.0,False,2929.7511122659525,0.9321,1.7692,1.5
459.62,186.47,1.0,130.0,13000.0,False,2758.865967951986,0.9321,1.7692,1.3
459.62,186.47,1.0,200.0,20000.0,False,1666.7202029190762,0.9321,1.7692,1.1765
459.62,186.47,1.0,350.0,35000.0,False,2092.101428593329,0.9321,1.7692,1.0938
459.62,186.47,1.0,600.0,60000.0,False,1787.2415263769053,0.9321,1.7692,1.0526
459.62,186.47,2.0,5.0,1000.0,True,,0.9321,1.625,
459.62,186.47,2.0,15.0,3000.0,True,,0.9321,1.625,
459.62,186.47,2.0,25.0,5000.0,False,1234.515279901398,0.9321,1.625,2.5
459.62,186.47,2.0,35.0,7000.0,False,909.4662110990744,0.9321,1.625,1.75
459.62,186.47,2.0,40.0,8000.0,False,902.212451767858,0.9321,1.625,1.6
459.62,186.47,2.0,50.0,10000.0,False,971.678743076164,0.9321,1.625,1.4286
459.62,186.47,2.0,65.0,13000.0,False,631.6719987498764,0.9321,1.625,1.3
459.62,186.47,2.0,90.0,18000.0,False,714.7130932496149,0.9321,1.625,1.2
459.62,186.47,2.0,130.0,26000.0,False,623.2463215815903,0.9321,1.625,1.1304
459.62,186.47,2.0,200.0,40000.0,False,610.1931159648728,0.9321,1.625,1.0811
459.62,186.47,2.0,350.0,70000.0,False,719.9496001389575,0.9321,1.625,1.0448
459.62,186.47,2.0,600.0,120000.0,False,659.1822402300799,0.9321,1.625,1.0256
459.62,186.47,4.0,5.0,2000.0,True,,0.9321,1.4545,
459.62,186.47,4.0,15.0,6000.0,False,498.14000894627395,0.9321,1.4545,2.0
459.62,186.47,4.0,25.0,10000.0,False,284.4687413644512,0.9321,1.4545,1.4286
459.62,186.47,4.0,35.0,14000.0,False,233.66651478276566,0.9321,1.4545,1.2727
459.62,186.47,4.0,40.0,16000.0,False,242.54440949370263,0.9321,1.4545,1.2308
459.62,186.47,4.0,50.0,20000.0,False,248.64290023014058,0.9321,1.4545,1.1765
459.62,186.47,4.0,65.0,26000.0,False,236.5625391572898,0.9321,1.4545,1.1304
459.62,186.47,4.0,90.0,36000.0,False,188.94905896647379,0.9321,1.4545,1.0909
459.62,186.47,4.0,130.0,52000.0,False,219.22994825941657,0.9321,1.4545,1.0612
459.62,186.47,4.0,200.0,80000.0,False,219.111283729592,0.9321,1.4545,1.039
459.62,186.47,4.0,350.0,140000.0,False,303.811330598514,0.9321,1.4545,1.0219
459.62,186.47,4.0,600.0,240000.0,False,273.48034572025443,0.9321,1.4545,1.0127
459.62,186.47,8.0,5.0,4000.0,False,277.1214483984869,0.9321,1.2941,4.0
459.62,186.47,8.0,15.0,12000.0,False,100.55678186731593,0.9321,1.2941,1.3333
459.62,186.47,8.0,25.0,20000.0,False,74.37728772033432,0.9321,1.2941,1.1765
459.62,186.47,8.0,35.0,28000.0,False,80.71065724936433,0.9321,1.2941,1.12
459.62,186.47,8.0,40.0,32000.0,False,91.09735927897393,0.9321,1.2941,1.1034
459.62,186.47,8.0,50.0,40000.0,False,102.00150601604513,0.9321,1.2941,1.0811
459.62,186.47,8.0,65.0,52000.0,False,74.90411569742075,0.9321,1.2941,1.0612
459.62,186.47,8.0,90.0,72000.0,False,74.48409717372378,0.9321,1.2941,1.0435
459.62,186.47,8.0,130.0,104000.0,False,58.751989793415554,0.9321,1.2941,1.0297
459.62,186.47,8.0,200.0,160000.0,False,78.31006315519615,0.9321,1.2941,1.0191
459.62,186.47,8.0,350.0,280000.0,False,67.86754436684714,0.9321,1.2941,1.0108
459.62,186.47,8.0,600.0,480000.0,False,73.18582043832915,0.9321,1.2941,1.0063
461.92,188.77,0.5,5.0,250.0,True,,0.9366,1.8696,
461.92,188.77,0.5,15.0,750.0,True,,0.9366,1.8696,
461.92,188.77,0.5,25.0,1250.0,True,,0.9366,1.8696,
461.92,188.77,0.5,35.0,1750.0,True,,0.9366,1.8696,
461.92,188.77,0.5,40.0,2000.0,True,,0.9366,1.8696,
461.92,188.77,0.5,50.0,2500.0,True,,0.9366,1.8696,
461.92,188.77,0.5,65.0,3250.0,False,69069.80082738448,0.9366,1.8696,13.0
461.92,188.77,0.5,90.0,4500.0,False,17924.531765154563,0.9366,1.8696,3.0
461.92,188.77,0.5,130.0,6500.0,False,8645.831596437703,0.9366,1.8696,1.8571
461.92,188.77,0.5,200.0,10000.0,False,6947.038932107504,0.9366,1.8696,1.4286
461.92,188.77,0.5,350.0,17500.0,False,10065.730724805791,0.9366,1.8696,1.2069
461.92,188.77,0.5,600.0,30000.0,False,5550.81346447038,0.9366,1.8696,1.1111
461.92,188.77,1.0,5.0,500.0,True,,0.9366,1.7692,
461.92,188.77,1.0,15.0,1500.0,True,,0.9366,1.7692,
461.92,188.77,1.0,25.0,2500.0,True,,0.9366,1.7692,
461.92,188.77,1.0,35.0,3500.0,False,10169.546651084036,0.9366,1.7692,7.0
461.92,188.77,1.0,40.0,4000.0,False,9023.539925894323,0.9366,1.7692,4.0
461.92,188.77,1.0,50.0,5000.0,False,6619.740216502561,0.9366,1.7692,2.5
461.92,188.77,1.0,65.0,6500.0,False,2667.947722993384,0.9366,1.7692,1.8571
461.92,188.77,1.0,90.0,9000.0,False,2430.83078143825,0.9366,1.7692,1.5
461.92,188.77,1.0,130.0,13000.0,False,2343.4001184710523,0.9366,1.7692,1.3
461.92,188.77,1.0,200.0,20000.0,False,2611.249639565331,0.9366,1.7692,1.1765
